PHRASE,FULL_TEXT
hospital,how much time will it take to reach the local hospital from your place?
hospital,what is the nearest hospital
tour packages,Do you have any tour packages?
tour packages,how can i book a sightseeing tour packages?
tour packages,Does your hotel offer any sightseeing tour packages?
tour packages,How many sightseeing tour packages does your hotel offers?
tour packages,Tours and Sighseeing packages information
discount,Do you have discount for sighseeing packages
tour packages,Do you arrange sightseeing tours
near by,nearby beaches?
near by,Can you suggest any nearby good beaches to visit?
hours of operation,how much time it takes to reach the beaches from your property?
distance,How far are the beaches from the hotel
hours of operation,timing for restaurants?
hours of operation,What is the closing time for restaurants?
hours of operation,Will the restaurants stay open till late night?
hours of operation,Will i be able to dine in during late hours in the restaurants?
emergency,Can I change my return date in case of Emergency
restaurant,Is it required to give tips in the restaurant
restaurant,How much do i need to tip in the restaurant
near by,nearby places
restaurant,Is there a custom of giving tip in the restaurant
restaurant,Are we expected to give tip in the restaurant
hours of operation,How much time will it take to replace my lost passport?
attractions,Nearby attractions
near by,Nearby attractions
hours of operation,How late are the restaurants open?
hours of operation,what is the restaurants open time?
hours of operation,what is the restaurants open time?
hours of operation,the time when restaurants open?
hours of operation,the time when restaurants open?
hours of operation,what is the time when restaurants get open?
hours of operation,what is the time when restaurants get open?
attractions,what are the popular things to do in your area?
attractions,what are the popular things to do in lockdown or curfew in your place?
shelter-in-place,what are the popular things to do in lockdown or curfew in your place?
attractions,Nearby attractions
near by,Nearby attractions
attractions,nearby attractions
near by,nearby attractions
restaurant,nearby restaurants
bar,nearby bars
near by,nearby bars
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
restaurant,nearby restaurants
attractions,nearby attractions
near by,nearby attractions
checkout time,checkout time
attractions,nearby attractions
near by,nearby attractions
restaurant,nearby restaurants
restaurant,nearby restaurants?
